person_age,sex,education,married,person_income,person_home_ownership,has_car,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,itd,term,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,verification_status,loan_status
35,Male,Secondary,0,60000,RENT,0,0.0,DEBTCONSOLIDATION,C,4000,13.98,39.48061063344446,36 months,0.07,N,7,1,0
29,Male,Post PHD,1,33996,OTHER,1,0.0,DEBTCONSOLIDATION,E,9000,,,36 months,0.26,Y,9,1,1
28,Male,PHD,0,61500,RENT,1,1.0,HOMEIMPROVEMENT,B,4000,10.95,41.572780531771066,36 months,0.07,N,8,1,0
35,Female,Post PHD,0,63000,RENT,1,3.0,VENTURE,B,4000,11.14,70.85657728990462,60 months,0.06,N,8,1,0
27,Male,Post PHD,0,63500,RENT,0,3.0,PERSONAL,B,4000,10.37,43.15031258494156,36 months,0.06,N,9,1,0
33,Female,Bachelor,0,57700,RENT,1,17.0,HOMEIMPROVEMENT,C,4000,,,36 months,0.07,Y,7,0,1
27,Male,PHD,1,64200,RENT,1,2.0,PERSONAL,B,4000,9.25,44.07322654462243,36 months,0.06,N,5,1,0
27,Male,Others,1,65000,RENT,1,9.0,PERSONAL,A,4000,6.99,45.56500607533414,36 months,0.06,N,5,1,0
27,Female,PHD,0,65000,RENT,0,2.0,HOMEIMPROVEMENT,A,4000,5.99,45.994905179733934,36 months,0.06,N,5,1,0
29,Male,Secondary,1,65000,RENT,0,3.0,VENTURE,A,4000,7.74,45.24781882309263,36 months,0.06,N,6,1,0
33,Female,Bachelor,1,65000,RENT,1,1.0,MEDICAL,C,4000,12.87,71.98547000974573,60 months,0.06,N,7,1,0
28,Male,Secondary,1,40000,MORTGAGE,0,9.0,PERSONAL,B,19200,9.91,9.47745124799078,60 months,0.48,N,9,0,0
30,Female,Secondary,1,59000,RENT,0,4.0,PERSONAL,A,4000,8.94,40.61868918670828,36 months,0.07,N,7,1,1
33,Female,Bachelor,0,68000,RENT,0,3.0,EDUCATION,B,4000,10.99,45.95008559329669,36 months,0.06,N,10,1,0
29,Male,Primary,0,70000,RENT,1,0.0,PERSONAL,B,4000,10.99,47.301558698981886,36 months,0.06,N,5,1,0
28,Female,Others,0,34000,MORTGAGE,0,12.0,EDUCATION,D,10000,16.77,8.735120322000514,36 months,0.29,Y,7,1,1
29,Female,Primary,0,72000,RENT,1,3.0,HOMEIMPROVEMENT,E,4000,18.79,45.458371916828014,36 months,0.06,N,6,1,0
32,Male,Secondary,0,72000,RENT,0,6.0,HOMEIMPROVEMENT,B,4000,10.0,49.09090909090909,36 months,0.06,N,6,1,0
31,Female,PHD,0,72000,RENT,1,15.0,EDUCATION,B,4000,9.99,49.095372306573324,36 months,0.06,N,5,0,0
27,Male,Secondary,1,40000,MORTGAGE,1,7.0,HOMEIMPROVEMENT,B,14675,12.69,7.256342232078082,36 months,0.37,N,10,0,0
31,Female,Bachelor,0,75000,RENT,1,4.0,MEDICAL,C,4000,13.49,49.56383822363203,36 months,0.05,Y,8,1,0
29,Male,Primary,1,75000,RENT,0,2.0,DEBTCONSOLIDATION,A,4000,8.49,51.84809659876486,36 months,0.05,N,6,1,0
29,Male,Master,0,75000,RENT,1,4.0,HOMEIMPROVEMENT,C,4000,12.68,49.92012779552715,36 months,0.05,N,5,1,0
30,Female,Primary,1,40000,MORTGAGE,1,8.0,HOMEIMPROVEMENT,B,8600,10.65,21.01745499637449,60 months,0.21,N,6,1,0
32,Female,Master,0,75250,RENT,1,1.0,DEBTCONSOLIDATION,C,4000,12.99,49.94911054075582,36 months,0.05,N,7,1,0
33,Female,Master,0,78000,RENT,1,5.0,MEDICAL,A,4000,7.14,91.00242673137949,60 months,0.05,N,7,1,0
32,Female,Primary,0,78000,RENT,1,1.0,MEDICAL,B,4000,9.88,53.2398980706225,36 months,0.05,N,6,1,0
27,Female,Post PHD,1,80000,RENT,0,3.0,DEBTCONSOLIDATION,B,4000,12.69,88.73901854645487,60 months,0.05,N,8,1,0
28,Female,Post PHD,0,34000,MORTGAGE,1,2.0,MEDICAL,B,8000,12.69,11.314224864672994,36 months,0.24,N,9,0,1
29,Female,PHD,0,34000,MORTGAGE,1,0.0,MEDICAL,D,10200,17.27,8.527330092947897,36 months,0.3,Y,5,0,1
32,Female,Secondary,1,82350,RENT,1,16.0,MEDICAL,B,4000,9.91,56.19370393958693,36 months,0.05,N,9,1,0
33,Male,Primary,0,84996,RENT,0,2.0,EDUCATION,A,4000,8.59,58.70430058016392,36 months,0.05,N,6,1,0
27,Female,Secondary,0,86095,RENT,0,5.0,HOMEIMPROVEMENT,C,4000,13.99,94.41069392051935,60 months,0.05,N,8,1,0
27,Male,Secondary,0,34000,MORTGAGE,1,6.0,HOMEIMPROVEMENT,B,8875,10.65,10.386767055109694,36 months,0.26,N,9,1,1
28,Female,Bachelor,0,90000,RENT,0,0.0,VENTURE,C,4000,13.49,99.12767644726408,60 months,0.04,N,8,0,0
31,Female,Master,0,40000,MORTGAGE,0,4.0,DEBTCONSOLIDATION,B,4625,12.42,23.079475134269646,36 months,0.12,N,5,1,0
31,Male,Secondary,0,91000,RENT,0,12.0,EDUCATION,A,4000,7.66,63.39401820546165,36 months,0.04,N,6,0,0
32,Female,Primary,1,95000,RENT,0,16.0,HOMEIMPROVEMENT,A,4000,7.49,66.28523583589171,36 months,0.04,N,8,1,0
30,Male,Others,1,96000,RENT,1,1.0,VENTURE,B,4000,10.75,108.35214446952595,60 months,0.04,N,5,0,0
29,Female,PHD,0,100000,RENT,1,7.0,HOMEIMPROVEMENT,B,4000,,,36 months,0.04,N,7,1,0
31,Female,Secondary,1,40000,MORTGAGE,0,5.0,HOMEIMPROVEMENT,A,14000,6.03,8.083965454520957,36 months,0.35,N,7,1,0
27,Female,Post PHD,0,79050,RENT,1,11.0,MEDICAL,D,4000,14.46,51.79757120391404,36 months,0.04,N,9,1,1
30,Male,Master,1,40000,MORTGAGE,1,9.0,DEBTCONSOLIDATION,B,3000,11.71,35.8070002685525,36 months,0.07,N,7,1,0
32,Male,Secondary,0,107000,RENT,1,4.0,MEDICAL,C,4000,13.98,70.40708896297595,36 months,0.04,N,7,1,0
32,Male,Secondary,0,96000,RENT,1,14.0,DEBTCONSOLIDATION,E,4000,17.93,61.05316713304504,36 months,0.04,Y,9,0,1
28,Female,Others,0,98000,RENT,0,6.0,EDUCATION,A,4000,7.51,68.36573342014697,36 months,0.04,N,7,0,1
28,Male,Primary,1,110000,RENT,1,3.0,DEBTCONSOLIDATION,B,4000,12.18,73.54252094847566,36 months,0.04,N,9,1,0
32,Female,Post PHD,0,115000,RENT,1,2.0,EDUCATION,B,4000,12.69,76.53740349631731,36 months,0.03,N,10,1,0
28,Female,Primary,0,125000,RENT,0,1.0,DEBTCONSOLIDATION,C,4000,13.35,82.70842523158359,36 months,0.03,Y,5,1,0
28,Female,Others,1,135000,RENT,1,5.0,VENTURE,B,4000,12.42,90.0640455434976,36 months,0.03,N,5,1,0
27,Female,Others,1,138000,RENT,0,2.0,DEBTCONSOLIDATION,B,4000,11.71,154.41768865813268,60 months,0.03,N,10,0,1
29,Female,Others,1,40000,MORTGAGE,1,0.0,EDUCATION,A,10625,6.62,17.654782791000475,60 months,0.27,N,5,1,0
30,Female,PHD,0,34000,MORTGAGE,1,8.0,PERSONAL,A,12000,,,36 months,0.35,N,10,1,1
28,Female,Master,1,21000,RENT,1,0.0,PERSONAL,D,4200,15.21,13.019703150768164,36 months,0.2,Y,10,1,1
31,Male,Others,1,26400,RENT,1,7.0,PERSONAL,B,4200,,,36 months,0.16,N,9,1,0
28,Female,Others,0,28800,RENT,1,0.0,MEDICAL,A,4200,7.51,19.134432677358923,36 months,0.15,N,5,1,0
31,Female,PHD,1,40000,OWN,1,2.0,EDUCATION,B,2200,,,36 months,0.06,N,7,1,0
27,Female,Bachelor,1,20000,RENT,1,0.0,DEBTCONSOLIDATION,D,4350,16.29,11.860954035837874,36 months,0.22,Y,7,1,1
28,Female,Others,0,40000,MORTGAGE,1,1.0,VENTURE,C,2400,13.49,44.05674508767292,36 months,0.06,N,10,1,0
29,Male,Post PHD,1,70000,RENT,1,2.0,PERSONAL,A,4350,,,36 months,0.06,N,8,1,0
35,Male,Primary,1,78000,RENT,0,1.0,PERSONAL,C,4350,15.27,77.77840931187049,60 months,0.06,N,6,0,1
32,Male,Secondary,1,42500,RENT,1,3.0,PERSONAL,C,4375,12.23,25.96708290373086,36 months,0.1,Y,5,1,0
27,Female,Others,0,96000,RENT,1,0.0,DEBTCONSOLIDATION,B,4375,8.88,60.459745985095,36 months,0.05,N,7,1,0
35,Male,Post PHD,0,130000,RENT,1,6.0,VENTURE,B,4375,,,36 months,0.03,N,7,0,0
29,Female,PHD,0,20064,RENT,0,3.0,MEDICAL,C,4400,13.92,12.008426966292136,36 months,0.22,Y,7,1,0
31,Male,Primary,0,24000,RENT,1,0.0,VENTURE,D,4400,15.62,23.5882436193801,60 months,0.18,Y,8,1,1
28,Female,Others,1,40000,MORTGAGE,0,12.0,HOMEIMPROVEMENT,A,15000,5.99,7.547881875648646,36 months,0.38,N,9,1,0
31,Female,Primary,1,30000,RENT,0,10.0,VENTURE,D,4400,15.62,29.48530452422513,60 months,0.15,N,8,1,0
30,Male,Bachelor,0,40000,MORTGAGE,1,5.0,HOMEIMPROVEMENT,A,9600,8.49,19.202998740283284,60 months,0.24,N,10,0,0
29,Male,Primary,1,30000,RENT,1,3.0,MEDICAL,B,4400,11.49,18.346529244367613,36 months,0.15,N,6,1,0
33,Female,Secondary,1,37440,RENT,1,5.0,PERSONAL,B,4400,11.71,38.085627558369474,60 months,0.12,N,10,1,0
32,Female,Primary,0,52256,RENT,1,13.0,PERSONAL,B,4400,,,36 months,0.08,N,5,0,0
29,Male,Master,1,40000,MORTGAGE,0,13.0,VENTURE,A,1400,5.99,134.78360492229726,60 months,0.04,N,9,1,0
30,Female,Primary,0,54000,RENT,1,14.0,PERSONAL,D,4425,17.49,31.160242992191186,36 months,0.08,Y,9,1,0
28,Male,Bachelor,0,40000,MORTGAGE,0,12.0,HOMEIMPROVEMENT,A,11200,5.42,16.93904653494864,60 months,0.28,N,9,1,0
29,Female,Secondary,0,40000,MORTGAGE,1,9.0,VENTURE,A,5000,6.99,22.43200299093373,36 months,0.13,N,9,1,0
32,Male,Bachelor,1,40000,MORTGAGE,1,12.0,EDUCATION,B,9000,10.59,12.056545196973806,36 months,0.23,N,7,1,0
28,Female,Others,0,40000,OWN,1,2.0,EDUCATION,A,3600,6.99,31.155559709630186,36 months,0.09,N,10,1,0
29,Male,PHD,1,13200,RENT,0,3.0,VENTURE,D,4475,16.89,7.5705039021072675,36 months,0.34,N,9,1,1
28,Female,Secondary,0,43680,RENT,0,3.0,EDUCATION,C,4475,15.27,25.403558223515052,36 months,0.1,N,8,1,0
29,Female,Post PHD,1,12000,RENT,0,1.0,EDUCATION,D,4500,15.05,6.953498478922207,36 months,0.38,N,9,1,1
27,Male,PHD,0,40000,MORTGAGE,1,6.0,HOMEIMPROVEMENT,A,4200,5.99,26.956720984459448,36 months,0.1,N,5,0,0
33,Female,Post PHD,0,40000,MORTGAGE,0,12.0,PERSONAL,A,3200,5.42,35.57199772339215,36 months,0.08,N,8,0,0
32,Female,PHD,1,34000,MORTGAGE,1,4.0,HOMEIMPROVEMENT,A,7500,5.99,12.8313991886027,36 months,0.22,N,7,1,1
28,Female,Post PHD,1,40000,MORTGAGE,0,2.0,VENTURE,B,5000,,,36 months,0.13,N,10,1,0
32,Male,Secondary,0,40000,MORTGAGE,1,16.0,DEBTCONSOLIDATION,A,16000,5.99,7.076139258420605,36 months,0.4,N,10,1,0
33,Female,Primary,0,40000,MORTGAGE,1,17.0,PERSONAL,C,6000,12.68,17.749378771742986,36 months,0.15,Y,9,1,0
28,Male,PHD,0,40000,MORTGAGE,1,1.0,MEDICAL,A,10000,7.29,18.641066268990592,60 months,0.25,N,10,0,0
34,Male,Primary,0,19600,RENT,1,3.0,PERSONAL,B,4500,10.59,11.81541429303433,36 months,0.23,N,9,1,1
34,Male,Master,1,40000,OWN,1,2.0,EDUCATION,B,2000,10.74,90.30160736861116,60 months,0.05,N,6,0,0
35,Male,Post PHD,0,40000,OWN,1,5.0,VENTURE,A,8000,7.66,13.932751253947616,36 months,0.2,N,6,0,0
34,Male,PHD,0,40000,MORTGAGE,1,11.0,VENTURE,A,6000,7.29,31.06844378165098,60 months,0.15,N,7,1,0
27,Male,Post PHD,1,40000,MORTGAGE,1,11.0,DEBTCONSOLIDATION,A,4000,5.79,28.358067870309107,36 months,0.1,N,5,1,0
32,Female,Others,1,27000,RENT,0,5.0,EDUCATION,C,4500,13.11,15.913712315445142,36 months,0.17,Y,5,1,0
29,Male,PHD,0,28800,RENT,0,5.0,PERSONAL,A,4500,7.88,17.797552836484982,36 months,0.16,N,5,0,0
28,Male,Post PHD,0,29496,RENT,1,8.0,EDUCATION,D,4500,14.11,28.720824935004238,60 months,0.15,Y,7,1,0
27,Female,Primary,0,30000,RENT,1,0.0,MEDICAL,C,4500,14.65,17.444395987788926,36 months,0.15,N,9,1,0
30,Male,Post PHD,0,30000,RENT,1,3.0,EDUCATION,C,4500,13.92,17.556179775280906,36 months,0.15,N,8,1,0
35,Male,PHD,1,30555,RENT,1,4.0,MEDICAL,C,4500,13.22,17.991520932697405,36 months,0.15,N,10,1,0
34,Female,Others,1,32000,RENT,0,0.0,MEDICAL,A,4500,6.62,20.00875382980054,36 months,0.14,N,6,0,0
31,Male,Post PHD,0,32000,RENT,1,0.0,HOMEIMPROVEMENT,B,4500,11.14,19.195009297582622,36 months,0.14,N,9,1,1
28,Female,Bachelor,1,32640,RENT,1,3.0,MEDICAL,A,4500,7.14,20.309874929998127,36 months,0.14,N,8,1,0
34,Female,PHD,1,33000,RENT,0,5.0,DEBTCONSOLIDATION,A,4500,,,36 months,0.14,N,9,1,0
27,Male,Post PHD,1,35000,RENT,0,1.0,VENTURE,A,4500,7.66,21.673168617251843,36 months,0.13,N,7,1,0
30,Male,PHD,1,36000,RENT,1,6.0,DEBTCONSOLIDATION,C,4500,13.49,21.147237642083002,36 months,0.13,Y,6,1,0
31,Male,Others,1,36000,RENT,1,7.0,EDUCATION,B,4500,9.99,21.820165469588147,36 months,0.13,N,10,1,0
27,Male,Bachelor,1,36000,RENT,0,11.0,VENTURE,A,4500,7.49,22.327658386826677,36 months,0.13,N,5,1,0
28,Male,Post PHD,0,37000,RENT,0,2.0,VENTURE,B,4500,11.11,22.200222002220023,36 months,0.12,N,6,1,0
31,Female,Primary,1,40000,MORTGAGE,0,5.0,HOMEIMPROVEMENT,B,11000,9.99,16.530428386051625,60 months,0.28,N,8,1,0
28,Male,Secondary,0,34000,MORTGAGE,0,12.0,HOMEIMPROVEMENT,A,3700,6.91,25.78577080494581,36 months,0.11,N,8,1,1
32,Male,PHD,1,39000,RENT,1,4.0,MEDICAL,B,4500,9.91,23.655718314984988,36 months,0.12,N,7,1,0
35,Male,Master,1,39000,RENT,1,8.0,DEBTCONSOLIDATION,A,4500,6.62,24.38566873006941,36 months,0.12,N,6,1,0
28,Male,Post PHD,1,39600,RENT,1,6.0,VENTURE,B,4500,10.25,39.90929705215419,60 months,0.11,N,10,1,0
30,Female,Master,0,40000,RENT,1,4.0,VENTURE,C,4500,14.26,38.89764085808197,60 months,0.11,Y,6,1,0
33,Female,Others,0,40000,OWN,1,2.0,MEDICAL,A,14000,6.91,8.017424535991553,36 months,0.35,N,8,1,0
29,Female,Primary,0,41700,RENT,1,0.0,EDUCATION,A,4500,,,36 months,0.11,N,6,1,0
29,Male,PHD,1,40000,OWN,1,0.0,MEDICAL,A,5000,5.42,22.766078542970977,36 months,0.13,N,10,1,0
28,Male,Others,0,34000,MORTGAGE,0,7.0,HOMEIMPROVEMENT,C,2500,12.23,36.3539160652232,36 months,0.07,Y,9,0,1
28,Female,Post PHD,1,39000,RENT,1,8.0,EDUCATION,C,4500,13.49,22.909507445589924,36 months,0.12,N,9,1,1
31,Male,Bachelor,1,47000,RENT,0,4.0,DEBTCONSOLIDATION,C,4500,11.03,28.220601038758286,36 months,0.1,Y,7,1,0
33,Female,Others,1,47360,RENT,1,5.0,PERSONAL,D,4500,15.58,45.52883043971468,60 months,0.1,N,5,1,0
31,Female,Master,1,47400,RENT,0,3.0,MEDICAL,B,4500,10.36,47.722604808505494,60 months,0.09,N,5,0,0
28,Male,PHD,0,48000,RENT,0,4.0,PERSONAL,B,4500,11.71,28.645600214842005,36 months,0.09,N,7,1,0
28,Female,Master,1,34000,MORTGAGE,1,12.0,MEDICAL,D,3500,15.58,25.214446394581365,36 months,0.1,N,6,0,1
27,Female,Master,0,43200,RENT,0,2.0,DEBTCONSOLIDATION,D,4500,16.07,24.81261307831481,36 months,0.1,Y,5,1,1
31,Female,Master,1,50000,RENT,0,5.0,PERSONAL,B,4500,9.99,30.305785374427977,36 months,0.09,N,5,0,0
30,Male,Others,1,50000,RENT,1,3.0,VENTURE,C,4500,13.11,29.469837621194717,36 months,0.09,Y,7,1,0
34,Female,Master,1,44400,RENT,0,0.0,EDUCATION,D,4500,16.02,42.52140435557089,60 months,0.1,N,9,1,1
34,Male,Post PHD,0,45000,RENT,0,2.0,PERSONAL,E,4500,16.95,25.65198802907225,36 months,0.1,N,10,0,1
30,Male,Secondary,1,51372,RENT,1,,HOMEIMPROVEMENT,A,4500,6.39,32.19099539430397,36 months,0.09,N,7,0,0
29,Female,Post PHD,0,52000,RENT,0,11.0,PERSONAL,B,4500,9.91,52.568262922188865,60 months,0.09,N,10,1,0
27,Male,Primary,0,40000,MORTGAGE,0,4.0,HOMEIMPROVEMENT,C,8000,14.72,13.075313807531384,36 months,0.2,N,9,1,0
29,Female,Primary,0,40000,MORTGAGE,0,13.0,PERSONAL,B,25000,11.86,4.2910781333810135,36 months,0.63,N,7,0,0
28,Male,Secondary,1,49000,RENT,0,12.0,HOMEIMPROVEMENT,C,4500,14.27,28.58726408214464,36 months,0.09,N,10,1,1
29,Male,Bachelor,1,49362,RENT,1,3.0,HOMEIMPROVEMENT,C,4500,12.61,29.22298197318178,36 months,0.09,N,6,1,1
27,Female,Secondary,0,58000,RENT,1,0.0,EDUCATION,C,4500,14.72,33.70525337052534,36 months,0.08,Y,5,1,0
27,Male,Bachelor,0,60000,RENT,1,6.0,DEBTCONSOLIDATION,B,4500,12.69,35.495607418581955,36 months,0.07,N,7,0,0
29,Female,Primary,1,40000,MORTGAGE,0,5.0,DEBTCONSOLIDATION,C,4000,14.35,26.235242675994755,36 months,0.1,Y,6,1,0
28,Male,Others,0,54000,RENT,1,0.0,EDUCATION,C,4500,,,36 months,0.08,Y,8,1,1
27,Female,Bachelor,1,60000,RENT,1,5.0,VENTURE,C,4500,14.22,35.020136578532664,36 months,0.07,N,8,0,0
30,Male,Bachelor,0,61828,RENT,1,10.0,PERSONAL,E,4500,18.39,34.81600360390798,36 months,0.07,N,8,1,0
29,Male,Master,1,70000,RENT,1,4.0,VENTURE,A,4500,6.62,43.76914900268868,36 months,0.06,N,9,1,0
29,Male,Post PHD,1,70000,RENT,1,2.0,PERSONAL,A,4500,5.42,44.26737494466578,36 months,0.06,N,9,1,0
29,Male,Others,0,74100,RENT,1,3.0,HOMEIMPROVEMENT,C,4500,13.61,43.482087844379905,36 months,0.06,Y,6,1,0
29,Female,PHD,1,91500,RENT,1,2.0,MEDICAL,B,4500,10.65,55.12878445549028,36 months,0.05,N,5,0,0
33,Male,Others,0,40000,MORTGAGE,0,4.0,EDUCATION,A,5000,7.51,22.32350479025207,36 months,0.13,N,8,0,0
27,Female,Secondary,0,40000,MORTGAGE,1,7.0,VENTURE,A,13000,7.88,14.260859644619382,60 months,0.33,N,7,1,0
31,Female,Secondary,0,17000,RENT,1,3.0,VENTURE,B,4575,11.48,9.999588252248435,36 months,0.27,N,7,1,1
29,Female,Master,1,40000,MORTGAGE,0,13.0,PERSONAL,A,6400,7.51,29.067063528974053,60 months,0.16,N,6,1,0
27,Female,Secondary,0,34000,RENT,0,9.0,PERSONAL,D,4600,,,36 months,0.14,Y,6,1,0
34,Male,PHD,1,40000,OWN,1,18.0,MEDICAL,B,8000,11.36,22.449712643678165,60 months,0.2,N,10,1,0
28,Male,PHD,0,48000,RENT,1,2.0,VENTURE,B,4600,11.86,27.985292174223996,36 months,0.1,N,8,1,0
30,Female,Master,0,50000,RENT,0,6.0,VENTURE,B,4600,11.49,29.248090099716485,36 months,0.09,N,7,1,0
27,Male,Others,1,58000,RENT,1,0.0,EDUCATION,C,4600,13.99,33.18368888193854,36 months,0.08,N,8,1,0
34,Male,Master,1,40000,OWN,1,7.0,MEDICAL,A,4200,6.76,26.762297275598137,36 months,0.1,N,7,1,0
28,Female,Others,0,60000,RENT,0,12.0,DEBTCONSOLIDATION,A,4600,7.88,60.453644145669095,60 months,0.08,N,6,1,0
32,Male,Others,1,150000,RENT,1,14.0,MEDICAL,B,4600,9.62,89.24109373884485,36 months,0.03,N,6,1,0
32,Female,Master,0,37000,RENT,0,3.0,HOMEIMPROVEMENT,C,4650,13.49,35.055904693417155,60 months,0.13,N,7,0,1
32,Female,Secondary,1,50000,RENT,1,0.0,VENTURE,B,4675,10.0,29.16869227029655,36 months,0.09,N,7,0,0
33,Male,PHD,1,65000,RENT,0,1.0,EDUCATION,B,4700,9.45,37.90713723355657,36 months,0.07,N,7,1,0
33,Male,Secondary,0,40000,MORTGAGE,0,4.0,PERSONAL,A,12000,,,36 months,0.3,N,5,1,0
33,Male,Master,0,86000,RENT,1,0.0,DEBTCONSOLIDATION,A,4700,9.63,50.07171122984275,36 months,0.05,N,7,0,0
31,Female,Post PHD,0,40000,OWN,1,0.0,MEDICAL,D,15000,15.31,11.563032983551588,60 months,0.38,Y,10,0,0
27,Male,Primary,1,14000,RENT,0,5.0,HOMEIMPROVEMENT,B,4750,10.0,8.038277511961724,36 months,0.34,N,9,1,1
31,Female,Secondary,0,14400,RENT,0,3.0,HOMEIMPROVEMENT,D,4750,14.59,7.936763105074843,36 months,0.33,Y,8,1,1
35,Male,Master,0,17000,RENT,1,0.0,MEDICAL,A,4750,9.32,9.821480154832749,36 months,0.28,N,6,0,1
34,Female,Post PHD,0,19200,RENT,0,12.0,DEBTCONSOLIDATION,B,4750,11.83,10.843526593466585,36 months,0.25,N,10,0,1
32,Female,Others,0,20000,RENT,1,3.0,DEBTCONSOLIDATION,B,4750,10.37,19.07459597621398,60 months,0.24,N,8,1,0
28,Female,Others,1,27840,RENT,0,5.0,PERSONAL,C,4750,13.57,25.8037009402965,60 months,0.17,N,5,1,0
27,Female,Bachelor,1,40000,OWN,1,3.0,PERSONAL,A,5000,8.59,22.10148264112717,36 months,0.13,N,7,0,0
30,Male,Post PHD,0,31000,RENT,1,7.0,MEDICAL,D,4750,14.84,17.04889182203157,36 months,0.15,N,9,1,1
34,Female,Secondary,0,39996,RENT,0,0.0,DEBTCONSOLIDATION,B,4750,9.25,23.121859568830548,36 months,0.12,N,10,1,0
31,Male,Post PHD,1,60000,RENT,1,2.0,PERSONAL,A,4750,5.99,59.58854112354194,60 months,0.08,N,5,0,0
30,Female,Master,1,60000,RENT,1,0.0,DEBTCONSOLIDATION,B,4750,9.99,57.42148807786354,60 months,0.08,N,7,1,0
33,Female,Secondary,1,14076,RENT,0,,EDUCATION,A,4800,6.76,8.240445859872612,36 months,0.34,N,8,1,1
28,Female,Bachelor,0,14400,RENT,0,2.0,VENTURE,C,4800,14.65,13.083296990841694,60 months,0.33,Y,9,1,1
35,Male,Post PHD,1,14400,RENT,0,2.0,VENTURE,B,4800,10.62,8.135960947387453,36 months,0.33,N,7,1,1
29,Female,Primary,1,40000,MORTGAGE,0,9.0,EDUCATION,C,1400,14.26,75.01687879772949,36 months,0.04,Y,5,0,0
30,Male,PHD,0,34000,MORTGAGE,0,14.0,VENTURE,D,6000,14.96,24.64625376942705,60 months,0.18,Y,6,1,1
28,Female,Others,1,15000,RENT,1,1.0,MEDICAL,B,4800,10.99,8.44670691053248,36 months,0.32,N,8,1,1
28,Female,Secondary,1,19200,RENT,1,4.0,VENTURE,C,4800,,,36 months,0.25,N,6,1,1
28,Male,Bachelor,0,20000,RENT,1,2.0,MEDICAL,A,4800,,,60 months,0.24,N,8,1,0
29,Female,Post PHD,1,40000,MORTGAGE,1,8.0,EDUCATION,A,8000,8.59,13.813426650704484,36 months,0.2,N,10,1,0
27,Female,Post PHD,0,20400,RENT,0,,DEBTCONSOLIDATION,A,4800,,,36 months,0.24,N,6,1,0
27,Male,Bachelor,0,40000,MORTGAGE,1,4.0,EDUCATION,A,3500,9.63,31.27402561863932,36 months,0.09,N,9,0,0
31,Female,Secondary,0,22000,RENT,0,6.0,EDUCATION,B,4800,10.65,20.710950444344032,60 months,0.22,N,10,1,0
33,Female,Master,0,40000,MORTGAGE,1,1.0,PERSONAL,A,7200,9.32,15.245761678253448,36 months,0.18,N,8,1,0
29,Female,Others,1,40000,MORTGAGE,0,3.0,MEDICAL,A,6600,8.0,16.835016835016837,36 months,0.17,N,10,0,0
28,Male,Others,0,40000,MORTGAGE,0,6.0,PERSONAL,A,10000,9.32,18.294914013904137,60 months,0.25,N,8,0,0
33,Male,Secondary,1,34000,MORTGAGE,1,8.0,HOMEIMPROVEMENT,D,6000,14.11,14.897905529751995,36 months,0.18,N,9,0,1
28,Male,Primary,1,22884,RENT,0,4.0,DEBTCONSOLIDATION,B,4800,10.38,12.957510418554088,36 months,0.21,N,7,1,0
33,Female,Others,1,40000,MORTGAGE,1,2.0,PERSONAL,B,6000,12.21,17.823723375813202,36 months,0.15,N,10,1,0
33,Male,PHD,1,40000,MORTGAGE,1,3.0,EDUCATION,C,9000,13.16,11.782726522917404,36 months,0.23,N,5,0,0
31,Female,Secondary,1,25000,RENT,1,0.0,MEDICAL,C,4800,11.54,23.347379116609893,60 months,0.19,Y,10,1,0
27,Female,Bachelor,1,27180,RENT,1,,MEDICAL,A,4800,7.14,15.855422811274964,36 months,0.18,N,10,0,0
27,Male,Bachelor,1,40000,OTHER,0,0.0,MEDICAL,A,1200,,,36 months,0.03,N,8,0,0
33,Female,Bachelor,0,27996,RENT,1,0.0,VENTURE,A,4800,9.63,15.960503511812464,36 months,0.17,N,8,0,0
28,Male,Post PHD,0,40000,MORTGAGE,1,10.0,DEBTCONSOLIDATION,B,10000,11.26,10.785547366528853,36 months,0.25,N,6,1,0
29,Male,Bachelor,0,40000,OTHER,1,1.0,MEDICAL,A,10000,8.0,11.111111111111114,36 months,0.25,N,10,1,0
28,Male,PHD,0,29004,RENT,1,5.0,VENTURE,C,4800,15.23,15.731580317625617,36 months,0.17,Y,7,1,0
31,Female,Post PHD,0,30000,RENT,1,,MEDICAL,B,4800,12.42,16.678526952499553,36 months,0.16,N,8,1,0
31,Female,Master,1,30000,RENT,1,2.0,PERSONAL,D,4800,14.84,16.327063740856847,36 months,0.16,Y,8,1,1
28,Female,Secondary,0,30000,RENT,1,1.0,EDUCATION,C,4800,13.47,27.540319027055613,60 months,0.16,N,8,1,0
30,Female,Post PHD,0,31000,RENT,0,1.0,MEDICAL,C,4800,13.43,17.081019130741428,36 months,0.15,Y,5,0,0
35,Male,Bachelor,1,40000,MORTGAGE,0,18.0,MEDICAL,B,7200,10.71,15.05434618974498,36 months,0.18,N,5,1,0
31,Male,Primary,0,40000,MORTGAGE,1,4.0,MEDICAL,C,12650,11.34,8.519998210800376,36 months,0.32,N,9,0,0
29,Male,Bachelor,1,33600,RENT,0,3.0,EDUCATION,A,4800,5.79,19.85064750921637,36 months,0.14,N,9,1,0
28,Female,Primary,1,33763,RENT,1,5.0,MEDICAL,A,4800,7.14,32.82601424926887,60 months,0.14,N,5,1,0
